motivo,depart,quant_saved,age,saved_formal,incentive,female,married,highschool_completed,reached_b4goal,bolivia,rem_any,provincia,wealthy,puzzle_ica,foto,rem_motive,peru,branch,marketer,joint,joint_single,dc,highint,rewardint,missing_inc,inc_7d,hyperbolic,missing_savamt,missing_havesaved,missing_savedwhere,missing_savwhynot,missing_satisfied,missing_satisfy,missing_regretspend,saved_asmuch,spent_b4isaved,philippines,country,late_rem_any,log_quant_saved,rem_any_peru,rem_any_phil,rem_any_boli,missing_female,missing_age,missing_highschool_completed,missing_married,missing_saved_formal,missing_inc_7d,missing_wealthy,missing_hyperbolic,missing_saved_asmuch,missing_spent_b4isaved,missing_number_account,ivhquant_saved,logalt_quant_saved,gain_rem,loss_rem,noincentive,rem_no_motive,masterid
"",7,43.25700000000001,41.460274,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,0,0,0,6424
"",7,0,27.186302,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,4611
"",7,17.3028,35.668491,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9070539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5448494,2.8514462,1,0,0,0,9902
"",7,0,40.569862,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,9443
"",7,57.676,38.18082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.072031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7480636,4.0550146,0,0,0,0,12418
"",7,489.6692400000001,19.479452,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.1957703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8868785,6.1937504,0,0,0,0,2821
"",7,0,23.213699,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,6426
"",7,0,67.202744,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,6359
"",7,0,25.736986,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,13046
"",7,0,30.041096,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,13048
"",7,302.799,41.821918,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.7163663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.406219,5.7131023,1,0,0,0,12230
"",7,86.51400000000001,31.065754,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,1,1,0,9945
"",7,0,47.663013,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,6594
"",7,0,36.334248,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,11224
"",7,105.83546,52.257534,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.6712899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3550553,4.6619802,0,1,0,0,4454
"",7,0,46.71233,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,5158
"",7,5.767600000000001,33.731506,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.9121466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4528353,1.7539884,0,0,0,0,7231
"",7,30.2799,33.506851,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.4429758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1039038,3.4108143,1,0,0,0,10222
"",7,51.90840000000001,32.624657,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.9685621,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6427207,3.9496732,1,0,0,0,11377
"",7,0,41.709591,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,7831
"",7,17.3028,40.09589,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9070539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5448494,2.8514462,1,0,0,0,10182
"",7,23.0704,31.742466,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1809828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8321669,3.1389837,0,1,1,0,5417
"",7,36.04750000000001,18.767124,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.612201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2781773,3.585115,0,0,0,0,8141
"",7,0,53.027397,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,7162
"",7,0,25.279451,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,8257
"",7,0,41.438354,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,8991
"",7,0,23.252054,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,8328
"",7,0,27.490412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,5324
"",7,0,28.556164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,10150
"",7,0,37.060272,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,10823
"",7,0,26.630136,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,11349
"",7,0,33.89315,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,13502
"",7,0,58.350685,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,6848
"",7,0,38.271233,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,8022
"",7,0,29.024658,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,8081
"",7,4.3257,17.367123,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.6725441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1708217,1.4668831,0,0,0,0,10414
"",7,291.2638,19.476713,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.6776567,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3673797,5.674264,1,0,0,0,4936
"",7,85.07210000000001,25.849316,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4551854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1366811,4.4436169,0,0,0,0,7500
"",7,0,26.849316,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,3918
"",7,0,24.939726,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,13087
"",7,24.5123,42.778084,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.2391608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8927381,3.1995828,0,1,0,0,12500
"",7,259.542,42.219177,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.5627642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2520695,5.5589571,0,0,0,0,5006
"",7,82.18830000000001,22.545206,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4211068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1021972,4.4091344,1,0,0,0,10383
"",7,0,33.164383,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,8307
"",7,0,27.928766,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,7626
"",7,0,50.178082,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,8911
"",7,86.51400000000001,26.186302,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,6141
"",7,57.676,33.043835,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.072031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7480636,4.0550146,0,0,0,0,8596
"",7,0,38.556164,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,7362
"",7,0,42.564384,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,11895
"",7,86.51400000000001,32.778084,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,1,0,1,0,5877
"",7,0,48.18082,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9531
"",7,144.19,27.326027,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.9780431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6642909,4.9712014,0,0,0,0,8501
"",7,692.1120000000001,24.493151,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.5411916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2328954,6.539762,0,0,0,0,8299
"",7,8.651400000000001,19.09041,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.267103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8541918,2.1588764,0,1,0,0,10608
"",7,0,31.70685,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,10242
"",7,0,50.769863,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,13094
"",7,0,28.512329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,6232
"",7,92.28160000000001,27.282192,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.5356231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.2180214,4.5249534,0,1,1,0,10616
"",7,0,26.517809,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9127
"",7,0,47.717808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,8111
"",7,86.51400000000001,27.087671,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,7270
"",7,173.028,38.589043,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.1592164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8466091,5.153511,0,0,0,0,7830
"",7,0,25.043835,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,3438
"",7,0,43.175343,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,11098
"",7,0,41.715069,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,3182
"",7,17.3028,27.410959,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9070539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5448494,2.8514462,0,1,1,0,8914
"",7,0,25.610958,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,10160
"",7,7.2095,29.536985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.1052921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6733222,1.9767857,0,0,0,0,10677
"",7,0,58.150684,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,13128
"",7,0,48.441097,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9317
"",7,18.7447,32.104111,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9828851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.624769,2.9314444,0,1,0,0,12561
"",7,0,20.947945,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,12065
"",7,504.665,28.887671,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.2258744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.9170432,6.2239146,1,0,0,0,9137
"",7,0,25.405479,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9188
"",7,18.7447,18.890411,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9828851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.624769,2.9314444,0,0,0,0,9702
"",7,0,21.487671,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,4460
"",7,0,31.572603,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,5144
"",7,0,35.430138,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,7526
"",7,2.8838,42.827396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.356814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7810459,1.0625706,0,0,0,0,8883
"",7,28.11705,29.739725,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.3713238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0298395,3.3367317,0,0,0,0,10139
"",7,0,45.460274,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,7307
"",7,86.51400000000001,45.495892,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,10585
"",7,72.09500000000001,34.780823,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.29176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97118,4.2781234,0,0,0,0,8218
"",7,0,33.309589,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,11461
"",7,4.3257,26.997261,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.6725441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1708217,1.4668831,1,0,0,0,12991
"",7,86.51400000000001,32.98904,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,5777
"",7,0,27.572603,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,10817
"",7,0,54.252056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,12342
"",7,0,29.652056,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9479
"",7,0,46.824657,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,12377
"",7,0,52.608219,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,4425
"",7,173.028,27.227398,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.1592164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8466091,5.153511,1,0,1,0,5912
"",7,0,30.246574,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,5464
"",7,0,26.671232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,8247
"",7,0,21.882193,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9562
"",7,262.4258,30.498631,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.573772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2631192,5.5700064,0,0,0,0,3146
"",7,129.771,33.117809,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.8734479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5589333,4.8658485,1,0,0,0,7311
"",7,211.9593,64.953423,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.3611012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0495472,5.3564415,0,0,0,0,8321
"",7,0,37.901371,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,5756
"",7,28.838,22.216438,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.3957827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0551414,3.3620408,0,0,0,0,7387
"",7,0,48.70137,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,9456
"",7,0,35.31781,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,6348
"",7,0,20.027397,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,9503
"",7,72.09500000000001,39.01096,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.29176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.97118,4.2781234,1,0,0,0,5226
