motivo,depart,quant_saved,age,saved_formal,incentive,female,married,highschool_completed,reached_b4goal,bolivia,rem_any,provincia,wealthy,puzzle_ica,foto,rem_motive,peru,branch,marketer,joint,joint_single,dc,highint,rewardint,missing_inc,inc_7d,hyperbolic,missing_savamt,missing_havesaved,missing_savedwhere,missing_savwhynot,missing_satisfied,missing_satisfy,missing_regretspend,saved_asmuch,spent_b4isaved,philippines,country,late_rem_any,log_quant_saved,rem_any_peru,rem_any_phil,rem_any_boli,missing_female,missing_age,missing_highschool_completed,missing_married,missing_saved_formal,missing_inc_7d,missing_wealthy,missing_hyperbolic,missing_saved_asmuch,missing_spent_b4isaved,missing_number_account,ivhquant_saved,logalt_quant_saved,gain_rem,loss_rem,noincentive,rem_no_motive,masterid
"",7,28.838,32.019176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.3957827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0551414,3.3620408,0,0,0,0,7659
"",7,28.838,30.561644,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.3957827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0551414,3.3620408,0,0,0,0,11303
"",7,52.62935,22.936987,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.9820964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6565113,3.963464,0,0,0,0,5245
"",7,0,29.054794,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9781
"",7,7.2095,35.736988,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.1052921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6733222,1.9767857,1,0,1,0,12223
"",7,0,29.082191,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,7530
"",7,38.9313,21.315069,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.6871605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.3551106,3.6620555,0,1,1,0,8564
"",7,0,57.578083,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,11793
"",7,17.3028,14.084931,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.9070539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5448494,2.8514462,0,0,0,0,9813
"",7,0,23.854795,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,11335
"",7,299.9152,25.547945,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.7068286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3966498,5.7035332,0,0,0,0,7770
"",7,46.14080000000001,23.501369,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.8531389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5249619,3.8319142,0,0,0,0,12202
"",7,0,19.189041,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,4911
"",7,7.2095,31.224657,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.1052921,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6733222,1.9767857,1,0,1,0,8992
"",7,34.6056,52.265755,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.5725029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2373714,3.5443044,0,0,0,0,10499
"",7,8.651400000000001,25.931507,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.267103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8541918,2.1588764,1,0,1,0,11247
"",7,28.838,21.109589,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.3957827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0551414,3.3620408,0,0,0,0,9572
"",7,129.771,42.742466,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.8734479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5589333,4.8658485,0,0,0,0,11302
"",7,100.933,35.361645,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.6243157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3076286,4.6145558,0,0,0,0,12736
"",7,22.15623537799835,29.506849,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1422641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.791775,3.0985701,0,0,0,0,6037
"",7,86.51400000000001,50.526028,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,1,0,0,0,12938
"",7,21.6285,25.778082,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1192102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.767693,3.0744741,0,1,1,0,5759
"",7,0,39.320549,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,9055
"",7,0,39.043835,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9366
"",7,0,24.682192,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,5693
"",7,0,28.947945,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,11222
"",7,0,49.079453,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,4658
"",7,4.3257,25.715069,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.6725441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1708217,1.4668831,1,0,1,0,3275
"",7,0,39.391781,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,5270
"",7,5.767600000000001,42.246574,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.9121466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4528353,1.7539884,1,0,1,0,12690
"",7,446.989,20.353424,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.1047688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7956824,6.1025562,0,0,0,0,12315
"",7,14.58914419243693,25.334246,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.7465749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3745973,2.6809628,0,1,0,0,6893
"",7,108.1425,41.610958,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.6926541,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3766184,4.6835423,0,1,1,0,7241
"",7,0,36.876713,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,12090
"",7,46.14080000000001,40.079453,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.8531389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5249619,3.8319142,0,0,0,0,3885
"",7,44.41052000000001,30.123287,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.8157437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4867501,3.7937014,0,0,0,0,4740
"",7,21.6285,60.18082,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1192102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.767693,3.0744741,0,0,0,0,2989
"",7,15.8609,24.80274,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.8249974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4579964,2.7644873,1,0,1,0,12534
"",7,99.4911,27.380821,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.6100693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2932405,4.6001687,0,0,0,0,5019
"",7,7.93045,33.88493,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.1894667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7678084,2.07197,0,0,0,0,10104
"",7,0,35.542465,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,6588
"",7,0,31.279451,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,12964
"",7,0,44.687672,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,10487
"",7,25.9542,35.263012,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.2941391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9498515,3.2567186,0,0,0,0,8055
"",7,37.4894,34.882191,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.650383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.3173833,3.624325,0,1,1,0,10827
"",7,0,27.252054,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,8397
"",7,38.9313,41.627396,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.6871605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.3551106,3.6620555,1,0,1,0,11000
"",7,4.3257,18.906849,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.6725441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1708217,1.4668831,1,0,0,0,12970
"",7,284.0543,23.895891,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.6526799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3423157,5.6492004,1,0,0,0,8470
"",7,4866.4125,31.147945,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,8.4903173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.183259,8.4901142,0,0,0,0,12987
"",7,37.4894,58.673973,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.650383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.3173833,3.624325,0,1,0,0,9508
"",7,100.933,27.063013,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.6243157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.3076286,4.6145558,1,0,1,0,5862
"",7,21.6285,49.093151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1192102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.767693,3.0744741,0,0,0,0,7308
"",7,43.25700000000001,43.512329,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.7900136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4604397,3.7673903,0,0,0,0,7152
"",7,0,30.50411,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,10023
"",7,21.6285,29.273973,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1192102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.767693,3.0744741,0,1,1,0,6718
"",7,0,22.79726,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,8940
"",7,0,29.473972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,13244
"",7,23.0704,22.602739,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1809828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8321669,3.1389837,0,0,0,0,12981
"",7,216.285,27.583561,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.3812099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0697494,5.3766432,1,0,1,0,3178
"",7,93.7235,35.610958,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.550962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2335248,4.5404558,0,0,0,0,13461
"",7,0,28.926027,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,6337
"",7,0,27.786301,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,7157
"",7,0,44.419178,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9136
"",7,12.9771,42.758904,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.6374202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2578146,2.5639565,1,0,1,0,7883
"",7,28.838,31.832876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.3957827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0551414,3.3620408,0,0,0,0,3942
"",7,187.447,23.397261,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.2388167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9266505,5.2335496,0,1,0,0,5076
"",7,21.6285,57.561646,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.1192102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.767693,3.0744741,0,0,0,0,4293
"",7,0,23.569862,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,5522
"",7,112.90077,39.60548,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.7353277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.4196763,4.7265978,1,0,0,0,13540
"",7,0,29.29863,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,10834
"",7,36.04750000000001,39.249313,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.612201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2781773,3.585115,0,0,0,0,11888
"",7,216.285,28.591782,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.3812099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0697494,5.3766432,0,0,0,0,9988
"",7,0,27.742466,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,7765
"",7,491.54371,28.799999,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.1995831,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8906989,6.1975713,0,1,0,0,5184
"",7,14.419,57.419178,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,2.7356005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.3628943,2.66924,0,1,1,0,11029
"",7,25.9542,25.287672,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.2941391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9498515,3.2567186,0,0,0,0,8179
"",7,5.767600000000001,30.016438,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.9121466,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4528353,1.7539884,1,0,1,0,8740
"",7,259.542,20.10685,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.5627642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2520695,5.5589571,0,0,0,0,5941
"",7,54.79220000000001,50.723289,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.0216341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.6967783,4.0037303,1,0,1,0,8506
"",7,0,28.068493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,8370
"",7,5.767600000000001,23.183561,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,1.9121466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4528353,1.7539884,0,0,0,0,13435
"",7,0,62.139725,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,4879
"",7,67.7693,58.117809,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.2307572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9093108,4.2162566,0,0,0,0,6000
"",7,0,30.89863,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,6195
"",7,79.3045,53.391781,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.3858256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0664816,4.3734212,0,1,0,0,12837
"",7,86.51400000000001,26.942465,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,7908
"",7,187.447,23.060274,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.2388167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9266505,5.2335496,0,0,0,0,8359
"",7,33.16370000000001,22.052055,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,3.5311637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1948304,3.5017574,0,0,0,0,10579
"",7,64.88550000000001,26.679453,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.1879182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.8658309,4.1727781,0,1,0,0,12796
"",7,86.51400000000001,35.810959,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.4717989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1534867,4.460422,0,0,0,0,5095
"",7,57.676,26.863014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,4.072031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7480636,4.0550146,0,0,0,0,10612
"",7,201.866,38.257534,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.3125458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0007572,5.3076534,0,0,0,0,5178
"",7,0,43.690411,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,0,0,12445
"",7,0,32.139725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,13025
"",7,173.028,46.813698,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,5.1592164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.8466091,5.153511,1,0,1,0,9683
"",7,461.408,30.39452,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,6.1364474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8274312,6.1343045,0,0,0,0,9613
"",7,0,25.684931,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,1,0,8119
"",7,0,39.728767,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,9238
"",7,0,21.087671,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,10409
"",7,0,34.312328,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,1,0,0,0,3767
"",7,0,31.728767,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,0,0,0,13033
"",7,0,41.978081,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4.6051702,0,1,1,0,6986
